sp|A3QK16|ERLN2_DANRE;tr|A0A2R8RXQ8|A0A2R8RXQ8_DANRE,tr|A0A2R8RHH0|A0A2R8RHH0_DANRE;sp|Q1MTE5|ARL3_DANRE;tr|A0A2R8QP23|A0A2R8QP23_DANRE;tr|E7F7G0|E7F7G0_DANRE;tr|A0A2R8QI61|A0A2R8QI61_DANRE
tr|Z4YIK9|Z4YIK9_DANRE;sp|A4IG59|WASH1_DANRE,sp|Q1RLQ5|DIK1A_DANRE
tr|F1Q8R5|F1Q8R5_DANRE;sp|A4IG61|MID51_DANRE,sp|Q3B736|ATGA1_DANRE
tr|B8A5H7|B8A5H7_DANRE;sp|A4IG62|SUV3_DANRE,sp|Q49GP5|P4K2B_DANRE
sp|A4IGF3|ATP23_DANRE,sp|Q4QRK0|MAP11_DANRE;tr|B8JIB1|B8JIB1_DANRE;tr|F1R5G0|F1R5G0_DANRE
tr|E7EZ59|E7EZ59_DANRE;sp|A4IGH4|WDR4_DANRE,sp|Q4V8S9|BORC7_DANRE
sp|A4QN59|DPH2_DANRE,sp|Q502I3|CEP55_DANRE
sp|A4QNZ7|P33MX_DANRE;tr|F1Q8E4|F1Q8E4_DANRE,tr|E9QIT1|E9QIT1_DANRE;tr|E9QFP8|E9QFP8_DANRE;tr|F1QEY5|F1QEY5_DANRE;sp|Q503E1|INT11_DANRE
sp|A4QP78|CNO11_DANRE,sp|Q503Y4|OVCA2_DANRE
sp|A4VCH0|SAC1A_DANRE,tr|A0A0R4ID45|A0A0R4ID45_DANRE;tr|A0A140LGA3|A0A140LGA3_DANRE;tr|A0A0R4ICB9|A0A0R4ICB9_DANRE;tr|A0A0R4INQ3|A0A0R4INQ3_DANRE;tr|A0A0R4IZ99|A0A0R4IZ99_DANRE;sp|Q566U4|KFA_DANRE;tr|A0A140LH06|A0A140LH06_DANRE
sp|A4VCH4|VP35L_DANRE,sp|Q56A35|ARP2B_DANRE
sp|A5PL98|SDHB_DANRE,sp|Q5BJJ8|RM51_DANRE;tr|A0A2U3TVK0|A0A2U3TVK0_DANRE
sp|A5PLG0|LYRM7_DANRE;tr|F1RC16|F1RC16_DANRE,sp|Q5BLE8|RETST_DANRE
sp|A5PLH4|TM2D1_DANRE,sp|Q5D013|EFMT2_DANRE;tr|A0A2R8RMQ4|A0A2R8RMQ4_DANRE
sp|A5PLK2|LHPP_DANRE,tr|A0A0R4IZ68|A0A0R4IZ68_DANRE;sp|Q5EAR5|TRPT1_DANRE
tr|A0A2R8QKF3|A0A2R8QKF3_DANRE;sp|A5PMX1|ZNT7_DANRE,tr|F1QF10|F1QF10_DANRE;sp|Q5PR61|LMBD1_DANRE;tr|A0A0R4IV05|A0A0R4IV05_DANRE
sp|A5PN43|TM175_DANRE,sp|Q5RH51|XYLK_DANRE
tr|F1QGP2|F1QGP2_DANRE;sp|A5WUL3|MED22_DANRE,tr|A8WG87|A8WG87_DANRE;tr|F1R4U9|F1R4U9_DANRE;sp|Q5U379|SNF5_DANRE;tr|A0A2R8QP61|A0A2R8QP61_DANRE
sp|A5WUN7|CAM1B_DANRE,sp|Q5U3A7|OPA1_DANRE;tr|A0A2R8Q487|A0A2R8Q487_DANRE;tr|A0A2R8Q0F5|A0A2R8Q0F5_DANRE;tr|A0A0R4IJ30|A0A0R4IJ30_DANRE
sp|A5WVX0|ITPA_DANRE,tr|A0A2R8QLD4|A0A2R8QLD4_DANRE;tr|F1R2U1|F1R2U1_DANRE;tr|F1QBE4|F1QBE4_DANRE;sp|Q803G5|SAM5A_DANRE;sp|Q5U3I0|SAM5B_DANRE
sp|A5WVX1|EFNMT_DANRE;tr|G1K2I9|G1K2I9_DANRE,sp|Q5XIY6|VTC1B_DANRE
sp|A5WWB6|ZWILC_DANRE,sp|Q5XIY8|PAXI1_DANRE;tr|F1QKP9|F1QKP9_DANRE;tr|F1Q5Z1|F1Q5Z1_DANRE;tr|A0A0R4ID17|A0A0R4ID17_DANRE
sp|A5WWC6|HSDL1_DANRE,tr|A0A2R8Q4B6|A0A2R8Q4B6_DANRE;sp|Q5XJ56|DTWD1_DANRE
tr|E9QGR8|E9QGR8_DANRE;tr|F1QB44|F1QB44_DANRE;sp|A7E2M3|EMC10_DANRE,sp|Q66I51|T55BB_DANRE;sp|Q32PR0|T55BA_DANRE
tr|A0A2R8QIN0|A0A2R8QIN0_DANRE;sp|A7MD70|SPDLY_DANRE;tr|A0A0R4IDN8|A0A0R4IDN8_DANRE;tr|A0A2R8QIN1|A0A2R8QIN1_DANRE;tr|A0A2R8RRV3|A0A2R8RRV3_DANRE;tr|A0A2R8QQ11|A0A2R8QQ11_DANRE,tr|E9QBB5|E9QBB5_DANRE;sp|Q68EH8|FAD1_DANRE;tr|A0A0R4INK4|A0A0R4INK4_DANRE;tr|E9QJ93|E9QJ93_DANRE
sp|A7YT82|NMT2_DANRE;tr|H2ZRH9|H2ZRH9_DANRE,sp|Q6AXL5|HBAP1_DANRE;tr|A0A2R8RM34|A0A2R8RM34_DANRE;tr|A0A2R8QP58|A0A2R8QP58_DANRE
sp|A8CVX7|TTLL6_DANRE;tr|A0A2R8RLZ3|A0A2R8RLZ3_DANRE;tr|F1Q6Z2|F1Q6Z2_DANRE,sp|Q6AZD4|IMP2L_DANRE;tr|F1R3I2|F1R3I2_DANRE;tr|A0A2R8QPZ0|A0A2R8QPZ0_DANRE
tr|Q1LYM7|Q1LYM7_DANRE;sp|A8DZH4|XPR1_DANRE,sp|Q6DBY2|NAA50_DANRE;tr|X1WEV8|X1WEV8_DANRE;tr|A0A2R8QNS9|A0A2R8QNS9_DANRE;tr|E7F7P9|E7F7P9_DANRE
sp|A8E7D3|COX14_DANRE;tr|L7MTQ8|L7MTQ8_DANRE,tr|A0A0R4IE47|A0A0R4IE47_DANRE;sp|Q6DGR4|HGH1_DANRE
tr|A0A2R8QPY5|A0A2R8QPY5_DANRE;sp|A8E7G5|SFXN4_DANRE,tr|F1R793|F1R793_DANRE;sp|Q6DGZ0|GPT11_DANRE
tr|A0A2R8RXC7|A0A2R8RXC7_DANRE;sp|A8KB87|COA3_DANRE;tr|F1QBJ3|F1QBJ3_DANRE,sp|Q6DH42|ENY2_DANRE
tr|A0A2R8QLB3|A0A2R8QLB3_DANRE;tr|F1QEY2|F1QEY2_DANRE;sp|A8KBL7|MET2A_DANRE,sp|Q6DHL4|SUMO2_DANRE
tr|B8A5I1|B8A5I1_DANRE;tr|A0A2R8QIJ9|A0A2R8QIJ9_DANRE;sp|A8WE67|KBP_DANRE,tr|Z4YIF3|Z4YIF3_DANRE;sp|Q6DHU8|TOPK_DANRE
sp|A8WHP9|LRRC3_DANRE,tr|E9QI51|E9QI51_DANRE;tr|A0A2R8Q6W8|A0A2R8Q6W8_DANRE;sp|Q6DI37|UBCP1_DANRE
sp|A9C3N6|CSTOS_DANRE,sp|Q6DRI1|EI3EA_DANRE;tr|A0A0R4IAQ1|A0A0R4IAQ1_DANRE
sp|A9C3P0|MLEC_DANRE,tr|A0A2R8RVB0|A0A2R8RVB0_DANRE;tr|A0A2R8QFJ2|A0A2R8QFJ2_DANRE;sp|Q6DRI4|RPAC2_DANRE
tr|A0A2R8Q570|A0A2R8Q570_DANRE;tr|F1R859|F1R859_DANRE;tr|A0A2R8QAS4|A0A2R8QAS4_DANRE;sp|A9JR78|TONSL_DANRE;tr|A0A2R8QLA3|A0A2R8QLA3_DANRE,tr|A2CEG7|A2CEG7_DANRE;sp|Q6IQ85|YIPF6_DANRE;tr|A0A2R8Q5G8|A0A2R8Q5G8_DANRE
sp|A9JRC7|PP4CB_DANRE;tr|F8W259|F8W259_DANRE,sp|Q6IQP3|CALUA_DANRE;tr|Z4YIA7|Z4YIA7_DANRE
sp|A9JRE2|MTNA_DANRE,tr|F8W3I0|F8W3I0_DANRE;sp|Q6NUW9|FGGY_DANRE
tr|F1QMZ6|F1QMZ6_DANRE;sp|A9JTH1|NCLDA_DANRE,tr|F1R263|F1R263_DANRE;sp|Q6NV04|HACL2_DANRE
tr|A0A0R4IQ61|A0A0R4IQ61_DANRE;sp|B0JZP3|THEM6_DANRE;tr|A0A0R4IMG3|A0A0R4IMG3_DANRE;tr|A0A2R8QAZ5|A0A2R8QAZ5_DANRE,tr|A0A140LFY3|A0A140LFY3_DANRE;tr|F1QSW9|F1QSW9_DANRE;sp|Q6NV24|PXL2B_DANRE;tr|A0A140LG67|A0A140LG67_DANRE
sp|B0R061|SMRDA_DANRE;tr|B0R060|B0R060_DANRE,sp|Q6NVC5|MIRO1_DANRE;tr|A0A286Y9M7|A0A286Y9M7_DANRE;tr|A0A0R4IVN5|A0A0R4IVN5_DANRE;tr|A0A0R4IGX0|A0A0R4IGX0_DANRE
sp|B0R0D7|COR1C_DANRE,tr|Z4YI11|Z4YI11_DANRE;sp|Q6NWE1|PHF10_DANRE
tr|F1QW70|F1QW70_DANRE;sp|B0R0I6|CHD8_DANRE;tr|E7FH24|E7FH24_DANRE;tr|A0A2R8PZ65|A0A2R8PZ65_DANRE,tr|A0A2R8Q6V3|A0A2R8Q6V3_DANRE;sp|Q6NWF6|K2C8_DANRE
sp|B0R0W9|TBC8B_DANRE,tr|E9QHR6|E9QHR6_DANRE;sp|Q6NWH5|TMM11_DANRE
sp|B0S6C5|RTSTL_DANRE,tr|E9QJJ5|E9QJJ5_DANRE;sp|Q6NZ09|ADRM1_DANRE;tr|A8WGS1|A8WGS1_DANRE;tr|E9QIC6|E9QIC6_DANRE;tr|E9QHX7|E9QHX7_DANRE
tr|A0A2U3TVM3|A0A2U3TVM3_DANRE;sp|B0S6R1|NCKP1_DANRE;tr|A0A2R8QPW3|A0A2R8QPW3_DANRE,tr|A0A1D5NSM5|A0A1D5NSM5_DANRE;tr|A0A1D5NSG2|A0A1D5NSG2_DANRE;tr|A0A1D5NSU7|A0A1D5NSU7_DANRE;sp|Q6P116|RCOR2_DANRE
sp|B0UXP9|IMDH2_DANRE,tr|H9GXY5|H9GXY5_DANRE;tr|H9GX63|H9GX63_DANRE;sp|Q6P268|PDCL3_DANRE
sp|B0V3F8|PRKRA_DANRE;tr|F1Q8C8|F1Q8C8_DANRE,sp|Q6P6E6|CSN9_DANRE
sp|B0V3H4|CS054_DANRE,tr|E9QD55|E9QD55_DANRE;tr|F1Q7F0|F1Q7F0_DANRE;sp|Q6P7Y3|PR38B_DANRE
sp|B2ZFP3|SMAL1_DANRE,sp|Q6PFM0|JMJD6_DANRE
sp|B2ZGJ1|CLAT_DANRE,tr|A0A2R8RL36|A0A2R8RL36_DANRE;tr|A0A0G2L4Y9|A0A0G2L4Y9_DANRE;tr|A0A2R8QU96|A0A2R8QU96_DANRE;tr|A0A0G2KDZ2|A0A0G2KDZ2_DANRE;tr|F1R8P7|F1R8P7_DANRE;sp|Q6PFM9|WDR48_DANRE
sp|B3DFP2|UQCC3_DANRE;tr|E9QEL2|E9QEL2_DANRE,tr|F1R9Y7|F1R9Y7_DANRE;sp|Q6PFP6|NDOR1_DANRE
tr|Q6ZM52|Q6ZM52_DANRE;sp|B3DJT0|SART3_DANRE,tr|A0A2R8QJH2|A0A2R8QJH2_DANRE;tr|A0A0R4ICF4|A0A0R4ICF4_DANRE;sp|Q6PFQ0|KS6A6_DANRE
sp|B5DE31|YBOX1_DANRE,sp|Q6PH11|PYM1_DANRE
sp|B8A556|DNPH1_DANRE,sp|Q6PHI9|RAB4A_DANRE
sp|B8A5G9|TRM5_DANRE,tr|Z4YIM6|Z4YIM6_DANRE;sp|Q6TH15|EIF3D_DANRE
sp|B8JLQ0|LYRM4_DANRE,sp|Q6TNS2|PK1IP_DANRE
sp|B8JMH0|CAF17_DANRE,sp|Q7SXM7|PRP31_DANRE
sp|E7EZ53|GALA_DANRE,sp|Q7SXW4|EMC3_DANRE
sp|E7EZF3|UHRF1_DANRE,tr|A0A2R8QMW2|A0A2R8QMW2_DANRE;sp|Q7SY24|KPCB_DANRE
tr|A0A2R8QBD4|A0A2R8QBD4_DANRE;sp|E7F1H9|YTHD2_DANRE,tr|A0A2R8Q223|A0A2R8Q223_DANRE;tr|A0A2R8Q2B3|A0A2R8Q2B3_DANRE;sp|Q7SYD5|SC31A_DANRE
tr|A0A2R8RJ54|A0A2R8RJ54_DANRE;tr|A0A2R8QAD0|A0A2R8QAD0_DANRE;tr|A0A2R8Q8B6|A0A2R8Q8B6_DANRE;tr|A0A2R8Q5W7|A0A2R8Q5W7_DANRE;sp|E7F221|FRMD8_DANRE;tr|A0A2R8RXM2|A0A2R8RXM2_DANRE,tr|A9CLW5|A9CLW5_DANRE;sp|Q7SYL1|AR2BP_DANRE;tr|A3KQ85|A3KQ85_DANRE
tr|A0A286YAG4|A0A286YAG4_DANRE;sp|E7F6H7|DCI2A_DANRE;tr|A0A0R4IHQ1|A0A0R4IHQ1_DANRE;tr|A0A0R4IU59|A0A0R4IU59_DANRE;tr|A0A0R4IPR1|A0A0R4IPR1_DANRE,tr|B0S5I6|B0S5I6_DANRE;sp|Q7SZC5|NDC1_DANRE
tr|H9KUW6|H9KUW6_DANRE;tr|A0A0H2UKG5|A0A0H2UKG5_DANRE;sp|E7F6T8|UBP37_DANRE,sp|Q7T010|GATB_DANRE
sp|E7F9T0|MICA1_DANRE;tr|H9KUX2|H9KUX2_DANRE,sp|Q7T356|143BB_DANRE
tr|R4GEM8|R4GEM8_DANRE;sp|E7FBU4|MMS19_DANRE,sp|Q7T3C6|CPSF5_DANRE
sp|E7FGY2|GID8B_DANRE,tr|E9QES5|E9QES5_DANRE;tr|E7F912|E7F912_DANRE;tr|A0A0H2UJM0|A0A0H2UJM0_DANRE;tr|F1QE18|F1QE18_DANRE;sp|Q7T3D1|ERO1A_DANRE
sp|E7FH61|CNDG2_DANRE,tr|A8WHX2|A8WHX2_DANRE;sp|Q7T3E4|DBR1_DANRE
sp|E9QI36|HARS1_DANRE,tr|A0A0G2KZ36|A0A0G2KZ36_DANRE;tr|A0A0R4IG42|A0A0R4IG42_DANRE;tr|A0A0R4IJ00|A0A0R4IJ00_DANRE;sp|Q7T3E5|KAT3_DANRE;tr|A0A0R4IXI3|A0A0R4IXI3_DANRE;tr|A0A0R4IEP7|A0A0R4IEP7_DANRE;tr|A0A0R4IBA4|A0A0R4IBA4_DANRE;tr|A0A0R4IBW8|A0A0R4IBW8_DANRE;tr|A0A0R4IW79|A0A0R4IW79_DANRE;tr|A0A0R4IBA7|A0A0R4IBA7_DANRE
tr|A0A2R8PZC8|A0A2R8PZC8_DANRE;sp|F1Q4S1|ATP9B_DANRE;tr|F6NZZ2|F6NZZ2_DANRE;tr|A0A2U3TVM1|A0A2U3TVM1_DANRE,sp|Q7T3H7|MED18_DANRE
sp|F1Q575|NNRD_DANRE;tr|F1QHV7|F1QHV7_DANRE;tr|A0A2R8Q4Q7|A0A2R8Q4Q7_DANRE;tr|E7F490|E7F490_DANRE,sp|Q7ZTS4|K1C18_DANRE
sp|F1Q8W0|CATIN_DANRE,tr|Q1LVG3|Q1LVG3_DANRE;sp|Q7ZTY7|USE1_DANRE;tr|Q1LVG2|Q1LVG2_DANRE
sp|F1Q8X5|FERM2_DANRE;tr|A0A2R8RR15|A0A2R8RR15_DANRE;tr|A0A2R8QN11|A0A2R8QN11_DANRE,tr|A0A1L1QZF5|A0A1L1QZF5_DANRE;tr|E7F7R3|E7F7R3_DANRE;tr|A0A2U3TW31|A0A2U3TW31_DANRE;sp|Q7ZUV2|KTNB1_DANRE
sp|F1QAJ4|GATA_DANRE,tr|B0S4Z5|B0S4Z5_DANRE;sp|Q7ZUX6|DOHH_DANRE
sp|F1QB54|PABPA_DANRE,sp|Q7ZVN4|ZD18B_DANRE
sp|F1QCN0|GAL3A_DANRE,tr|F1RES6|F1RES6_DANRE;sp|Q7ZVR6|MYNN_DANRE;tr|E9QGM6|E9QGM6_DANRE;tr|F1Q9Q5|F1Q9Q5_DANRE
sp|F1QCV2|HDA10_DANRE,tr|A3KPM5|A3KPM5_DANRE;sp|Q7ZW38|SPS1_DANRE
sp|F1QEB7|WDR11_DANRE,tr|F1QRE1|F1QRE1_DANRE;sp|Q7ZWF4|RN145_DANRE
sp|F1QGC8|DTD1_DANRE,tr|F1QFR4|F1QFR4_DANRE;sp|Q802W4|NOL10_DANRE
sp|F1QGH7|CTNB1_DANRE;tr|A0A5H1ZRJ2|A0A5H1ZRJ2_DANRE,sp|Q803A8|WWOX_DANRE
sp|F1QGW6|IF2G_DANRE;tr|F1RBM8|F1RBM8_DANRE;tr|E9QBU9|E9QBU9_DANRE,tr|F1Q974|F1Q974_DANRE;sp|Q803C1|RNF8_DANRE;tr|I3IRX0|I3IRX0_DANRE
tr|A0A0J9YJF3|A0A0J9YJF3_DANRE;sp|F1QN54|KIF3B_DANRE,tr|A0A0G2KQ04|A0A0G2KQ04_DANRE;sp|Q803E0|PALD_DANRE;tr|A0A2R8Q6R9|A0A2R8Q6R9_DANRE
sp|F1QNV4|NU133_DANRE,tr|A0A0R4IMX3|A0A0R4IMX3_DANRE;sp|Q803N9|BZW1B_DANRE
tr|A0A2R8RZG5|A0A2R8RZG5_DANRE;sp|F1QR43|GLCEB_DANRE,tr|F1R5C5|F1R5C5_DANRE;sp|Q803R5|CMTR1_DANRE;tr|A0A2R8QIE0|A0A2R8QIE0_DANRE
sp|F1QWA8|SARM1_DANRE,sp|Q803V5|LST8_DANRE;tr|A0A2R8QP30|A0A2R8QP30_DANRE;tr|A0A0R4IPN3|A0A0R4IPN3_DANRE
sp|F1QWM2|STYL2_DANRE,sp|Q8JGR6|NCBP2_DANRE
sp|F1QXM5|LDHD_DANRE,tr|A0A2R8RTK7|A0A2R8RTK7_DANRE;sp|Q8JH47|CDK8_DANRE;tr|A8E4S2|A8E4S2_DANRE
sp|F1QZ15|TPRKB_DANRE;tr|A0A2R8QN58|A0A2R8QN58_DANRE,sp|Q90474|H90A1_DANRE
sp|F1R237|TDRD6_DANRE,tr|F1R1P5|F1R1P5_DANRE;sp|Q90XC2|NEK8_DANRE;tr|A0A0R4INL8|A0A0R4INL8_DANRE
sp|F1R2X6|PSM4B_DANRE;tr|F1QE31|F1QE31_DANRE;tr|A0A2R9YJG8|A0A2R9YJG8_DANRE,tr|A0A2R8QL59|A0A2R8QL59_DANRE;sp|Q90Y50|CXAR_DANRE
